transaction_id,card_id,customer_id,merchant_id,merchant_name,merchant_category,amount,currency,transaction_type,transaction_status,transaction_date,transaction_time,transaction_timestamp,mcc_code,is_fraud,created_at
TXN_000000013,CARD_00000121,CUST_000076,MERCH_000112,"Murray, Rush and Walters",Gym,185.62,USD,Withdrawal,Completed,2025-12-27,09:14:46.321269,2025-12-27 09:14:46.321269,MCC_5731,False,2026-03-10 09:14:46.335373
TXN_000000014,CARD_00000353,CUST_000212,MERCH_000125,Smith-King,Healthcare,138.12,USD,Purchase,Completed,2026-02-11,09:14:46.321269,2026-02-11 09:14:46.321269,MCC_4285,False,2026-03-10 09:14:46.336592
TXN_000000015,CARD_00000299,CUST_000182,MERCH_000149,"Sanders, Thomas and White",Automotive,195.53,USD,Purchase,Declined,2025-03-11,09:14:46.321269,2025-03-11 09:14:46.321269,MCC_8899,False,2026-03-10 09:14:46.337722
TXN_000000016,CARD_00000051,CUST_000030,MERCH_000077,"Mendoza, Newton and Mahoney",Pharmacy,112.63,USD,Purchase,Completed,2025-06-17,09:14:46.321269,2025-06-17 09:14:46.321269,MCC_4708,False,2026-03-10 09:14:46.338384
TXN_000000017,CARD_00000315,CUST_000192,MERCH_000113,Ortiz-Baker,Airlines,278.39,USD,Withdrawal,Completed,2025-10-28,09:14:46.321269,2025-10-28 09:14:46.321269,MCC_8670,False,2026-03-10 09:14:46.339073
TXN_000000018,CARD_00000383,CUST_000232,MERCH_000137,Wells and Sons,Entertainment,139.65,USD,Purchase,Completed,2026-02-23,09:14:46.321269,2026-02-23 09:14:46.321269,MCC_7171,True,2026-03-10 09:14:46.339757
TXN_000000019,CARD_00000206,CUST_000124,MERCH_000123,"Wolf, Santana and Hunter",Airlines,806.12,USD,Purchase,Pending,2025-11-20,09:14:46.321269,2025-11-20 09:14:46.321269,MCC_9535,False,2026-03-10 09:14:46.340437
TXN_000000020,CARD_00000804,CUST_000491,MERCH_000088,"Rice, Moon and Baker",Entertainment,82.93,USD,Purchase,Completed,2025-04-14,09:14:46.321269,2025-04-14 09:14:46.321269,MCC_6024,False,2026-03-10 09:14:46.341175
TXN_000000021,CARD_00000250,CUST_000153,MERCH_000109,Wyatt PLC,Retail,33.76,USD,Purchase,Pending,2025-08-12,09:14:46.321269,2025-08-12 09:14:46.321269,MCC_2070,False,2026-03-10 09:14:46.341846
TXN_000000022,CARD_00000193,CUST_000119,MERCH_000086,"Ford, Ryan and Guerrero",Gym,163.07,USD,Purchase,Completed,2025-11-04,09:14:46.321269,2025-11-04 09:14:46.321269,MCC_3498,True,2026-03-10 09:14:46.342473
TXN_000000023,CARD_00000263,CUST_000161,MERCH_000031,"Jenkins, Garza and Shea",Utilities,195.85,USD,Purchase,Completed,2025-12-26,09:14:46.321269,2025-12-26 09:14:46.321269,MCC_4915,True,2026-03-10 09:14:46.343146
TXN_000000024,CARD_00000239,CUST_000147,MERCH_000109,Wyatt PLC,Retail,193.34,USD,Purchase,Completed,2026-01-18,09:14:46.321269,2026-01-18 09:14:46.321269,MCC_2070,False,2026-03-10 09:14:46.343796
TXN_000000025,CARD_00000650,CUST_000395,MERCH_000031,"Jenkins, Garza and Shea",Utilities,138.15,USD,Purchase,Pending,2026-01-11,09:14:46.321269,2026-01-11 09:14:46.321269,MCC_4915,False,2026-03-10 09:14:46.344418
TXN_000000026,CARD_00000357,CUST_000215,MERCH_000052,Martin-Case,Subscription,7.03,USD,Purchase,Declined,2025-09-20,09:14:46.321269,2025-09-20 09:14:46.321269,MCC_8677,True,2026-03-10 09:14:46.345065
TXN_000000027,CARD_00000781,CUST_000476,MERCH_000132,"Mclean, Thomas and Hill",Pharmacy,104.79,USD,Purchase,Completed,2025-11-30,09:14:46.321269,2025-11-30 09:14:46.321269,MCC_3112,False,2026-03-10 09:14:46.345684
TXN_000000028,CARD_00000466,CUST_000282,MERCH_000040,Meyer-Carrillo,Subscription,24.68,USD,Purchase,Pending,2025-04-26,09:14:46.321269,2025-04-26 09:14:46.321269,MCC_5102,True,2026-03-10 09:14:46.346286
TXN_000000029,CARD_00000665,CUST_000404,MERCH_000171,Weaver Ltd,Airlines,1369.5,USD,Withdrawal,Declined,2025-11-26,09:14:46.321269,2025-11-26 09:14:46.321269,MCC_2928,False,2026-03-10 09:14:46.346926
TXN_000000030,CARD_00000137,CUST_000084,MERCH_000159,Davila Inc,Hotel,452.38,USD,Purchase,Completed,2025-03-26,09:14:46.321269,2025-03-26 09:14:46.321269,MCC_9626,True,2026-03-10 09:14:46.347537
TXN_000000031,CARD_00000629,CUST_000380,MERCH_000019,Smith Inc,Pharmacy,165.01,USD,Purchase,Completed,2026-02-08,09:14:46.321269,2026-02-08 09:14:46.321269,MCC_2702,False,2026-03-10 09:14:46.348145
TXN_000000032,CARD_00000763,CUST_000465,MERCH_000062,Williamson PLC,Subscription,30.29,USD,Transfer,Completed,2025-05-12,09:14:46.321269,2025-05-12 09:14:46.321269,MCC_1114,False,2026-03-10 09:14:46.348741
TXN_000000033,CARD_00000188,CUST_000116,MERCH_000023,Smith PLC,Healthcare,117.87,USD,Purchase,Completed,2025-12-28,09:14:46.321269,2025-12-28 09:14:46.321269,MCC_6319,False,2026-03-10 09:14:46.349362
TXN_000000034,CARD_00000321,CUST_000195,MERCH_000117,Johnston PLC,Online Shopping,24.46,USD,Purchase,Completed,2025-04-05,09:14:46.321269,2025-04-05 09:14:46.321269,MCC_1031,False,2026-03-10 09:14:46.349965
TXN_000000035,CARD_00000249,CUST_000153,MERCH_000005,Stokes-White,Pharmacy,177.16,USD,Purchase,Declined,2025-09-27,09:14:46.321269,2025-09-27 09:14:46.321269,MCC_8632,False,2026-03-10 09:14:46.350551
TXN_000000036,CARD_00000674,CUST_000409,MERCH_000036,Baker LLC,Entertainment,151.5,USD,Purchase,Completed,2025-12-11,09:14:46.321269,2025-12-11 09:14:46.321269,MCC_9431,False,2026-03-10 09:14:46.351160
TXN_000000037,CARD_00000612,CUST_000371,MERCH_000109,Wyatt PLC,Retail,74.17,USD,Purchase,Completed,2025-11-05,09:14:46.321269,2025-11-05 09:14:46.321269,MCC_2070,False,2026-03-10 09:14:46.351748
TXN_000000038,CARD_00000152,CUST_000093,MERCH_000073,Gonzalez-Mitchell,Subscription,49.46,USD,Withdrawal,Completed,2025-09-09,09:14:46.321269,2025-09-09 09:14:46.321269,MCC_6565,False,2026-03-10 09:14:46.352345
TXN_000000039,CARD_00000760,CUST_000462,MERCH_000178,Brooks-Andrews,Pharmacy,184.58,USD,Purchase,Completed,2025-08-06,09:14:46.321269,2025-08-06 09:14:46.321269,MCC_2892,False,2026-03-10 09:14:46.352939
TXN_000000040,CARD_00000724,CUST_000442,MERCH_000026,"Jimenez, Navarro and Smith",Entertainment,177.13,USD,Purchase,Completed,2025-12-01,09:14:46.321269,2025-12-01 09:14:46.321269,MCC_5376,False,2026-03-10 09:14:46.353551
TXN_000000041,CARD_00000093,CUST_000058,MERCH_000059,Martin PLC,Online Shopping,247.99,USD,Withdrawal,Completed,2025-05-07,09:14:46.321269,2025-05-07 09:14:46.321269,MCC_7208,False,2026-03-10 09:14:46.354132
TXN_000000042,CARD_00000539,CUST_000324,MERCH_000018,Thompson-Gibson,Utilities,84.85,USD,Withdrawal,Completed,2025-05-17,09:14:46.321269,2025-05-17 09:14:46.321269,MCC_2845,True,2026-03-10 09:14:46.354726
TXN_000000043,CARD_00000481,CUST_000292,MERCH_000113,Ortiz-Baker,Airlines,500.99,USD,Purchase,Completed,2025-06-23,09:14:46.321269,2025-06-23 09:14:46.321269,MCC_8670,False,2026-03-10 09:14:46.355334
TXN_000000044,CARD_00000550,CUST_000330,MERCH_000102,Jones-Cooper,Restaurant,105.76,USD,Withdrawal,Completed,2025-12-20,09:14:46.321269,2025-12-20 09:14:46.321269,MCC_2348,False,2026-03-10 09:14:46.355935
TXN_000000045,CARD_00000187,CUST_000115,MERCH_000191,Potts-Espinoza,Subscription,49.82,USD,Withdrawal,Completed,2026-01-28,09:14:46.321269,2026-01-28 09:14:46.321269,MCC_4168,False,2026-03-10 09:14:46.356538
TXN_000000046,CARD_00000148,CUST_000090,MERCH_000008,Chapman-Wheeler,Entertainment,155.2,USD,Purchase,Declined,2025-09-09,09:14:46.321269,2025-09-09 09:14:46.321269,MCC_2186,False,2026-03-10 09:14:46.357175
TXN_000000047,CARD_00000605,CUST_000365,MERCH_000065,Brown Inc,Gas Station,67.19,USD,Purchase,Declined,2025-06-23,09:14:46.321269,2025-06-23 09:14:46.321269,MCC_5590,True,2026-03-10 09:14:46.357767
TXN_000000048,CARD_00000684,CUST_000415,MERCH_000106,"Cook, Cruz and Bennett",Gym,40.08,USD,Withdrawal,Completed,2025-06-06,09:14:46.321269,2025-06-06 09:14:46.321269,MCC_8658,False,2026-03-10 09:14:46.358351
TXN_000000049,CARD_00000462,CUST_000280,MERCH_000153,Cortez-Johnson,Gas Station,35.16,USD,Purchase,Completed,2025-07-29,09:14:46.321269,2025-07-29 09:14:46.321269,MCC_1422,False,2026-03-10 09:14:46.358940
TXN_000000050,CARD_00000434,CUST_000263,MERCH_000092,Hill LLC,Hotel,424.5,USD,Purchase,Pending,2026-01-18,09:14:46.321269,2026-01-18 09:14:46.321269,MCC_5090,False,2026-03-10 09:14:46.359545
TXN_000000051,CARD_00000350,CUST_000211,MERCH_000195,"Paul, Garrett and Harris",Restaurant,167.57,USD,Withdrawal,Completed,2026-02-28,09:14:46.321269,2026-02-28 09:14:46.321269,MCC_1858,False,2026-03-10 09:14:46.360130
TXN_000000052,CARD_00000402,CUST_000242,MERCH_000198,Chavez-Smith,Restaurant,115.36,USD,Purchase,Completed,2026-02-28,09:14:46.321269,2026-02-28 09:14:46.321269,MCC_6789,False,2026-03-10 09:14:46.360718
TXN_000000053,CARD_00000324,CUST_000198,MERCH_000158,Green-Dixon,Gas Station,69.11,USD,Purchase,Pending,2025-09-10,09:14:46.321269,2025-09-10 09:14:46.321269,MCC_3712,False,2026-03-10 09:14:46.361317
TXN_000000054,CARD_00000034,CUST_000021,MERCH_000183,Perez-Durham,Retail,106.49,USD,Purchase,Pending,2026-02-05,09:14:46.321269,2026-02-05 09:14:46.321269,MCC_6689,False,2026-03-10 09:14:46.361896
TXN_000000055,CARD_00000088,CUST_000056,MERCH_000148,Malone LLC,Airlines,997.8,USD,Purchase,Declined,2025-10-08,09:14:46.321269,2025-10-08 09:14:46.321269,MCC_3108,False,2026-03-10 09:14:46.362468
TXN_000000056,CARD_00000751,CUST_000458,MERCH_000093,Whitaker Group,Restaurant,182.16,USD,Purchase,Completed,2025-05-22,09:14:46.321269,2025-05-22 09:14:46.321269,MCC_9160,False,2026-03-10 09:14:46.363073
TXN_000000057,CARD_00000039,CUST_000024,MERCH_000048,Schmidt and Sons,Restaurant,154.2,USD,Purchase,Pending,2025-10-24,09:14:46.321269,2025-10-24 09:14:46.321269,MCC_7144,False,2026-03-10 09:14:46.363653
TXN_000000058,CARD_00000229,CUST_000141,MERCH_000197,Bentley Inc,Healthcare,29.84,USD,Purchase,Completed,2026-01-17,09:14:46.321269,2026-01-17 09:14:46.321269,MCC_5505,False,2026-03-10 09:14:46.364245
TXN_000000059,CARD_00000455,CUST_000276,MERCH_000104,Lindsey Inc,Airlines,841.89,USD,Purchase,Completed,2025-06-06,09:14:46.321269,2025-06-06 09:14:46.321269,MCC_8290,False,2026-03-10 09:14:46.364818
TXN_000000060,CARD_00000469,CUST_000284,MERCH_000126,"Gentry, Mcmahon and Bailey",Utilities,111.31,USD,Purchase,Completed,2025-10-25,09:14:46.321269,2025-10-25 09:14:46.321269,MCC_3003,True,2026-03-10 09:14:46.365426
TXN_000000061,CARD_00000390,CUST_000235,MERCH_000047,"Kirk, Mooney and Reynolds",Grocery,139.99,USD,Purchase,Completed,2026-03-09,09:14:46.321269,2026-03-09 09:14:46.321269,MCC_2523,False,2026-03-10 09:14:46.366009
TXN_000000062,CARD_00000252,CUST_000154,MERCH_000118,"Dalton, Sims and Holt",Pharmacy,59.72,USD,Purchase,Declined,2025-12-05,09:14:46.321269,2025-12-05 09:14:46.321269,MCC_7209,False,2026-03-10 09:14:46.366579
TXN_000000063,CARD_00000569,CUST_000341,MERCH_000084,"Bartlett, Watson and Rowe",Automotive,85.44,USD,Purchase,Completed,2026-03-06,09:14:46.321269,2026-03-06 09:14:46.321269,MCC_9182,False,2026-03-10 09:14:46.367186
TXN_000000064,CARD_00000429,CUST_000261,MERCH_000055,Lewis Ltd,Retail,93.18,USD,Purchase,Completed,2026-01-01,09:14:46.321269,2026-01-01 09:14:46.321269,MCC_1686,False,2026-03-10 09:14:46.367766
TXN_000000065,CARD_00000742,CUST_000453,MERCH_000178,Brooks-Andrews,Pharmacy,185.31,USD,Purchase,Completed,2026-03-08,09:14:46.321269,2026-03-08 09:14:46.321269,MCC_2892,False,2026-03-10 09:14:46.368346
TXN_000000066,CARD_00000691,CUST_000420,MERCH_000025,"Neal, Gomez and Watkins",Restaurant,64.58,USD,Purchase,Declined,2025-12-02,09:14:46.321269,2025-12-02 09:14:46.321269,MCC_2085,False,2026-03-10 09:14:46.368939
TXN_000000067,CARD_00000498,CUST_000303,MERCH_000180,"Smith, Taylor and Carrillo",Coffee Shop,161.82,USD,Purchase,Pending,2025-05-23,09:14:46.321269,2025-05-23 09:14:46.321269,MCC_5024,True,2026-03-10 09:14:46.369516
TXN_000000068,CARD_00000402,CUST_000242,MERCH_000108,Keller PLC,Hotel,491.66,USD,Purchase,Completed,2025-04-15,09:14:46.321269,2025-04-15 09:14:46.321269,MCC_4817,False,2026-03-10 09:14:46.370080
TXN_000000069,CARD_00000611,CUST_000370,MERCH_000192,Walker-Briggs,Healthcare,171.12,USD,Purchase,Completed,2026-01-21,09:14:46.321269,2026-01-21 09:14:46.321269,MCC_3599,False,2026-03-10 09:14:46.370728
TXN_000000070,CARD_00000713,CUST_000434,MERCH_000171,Weaver Ltd,Airlines,842.57,USD,Purchase,Completed,2026-01-01,09:14:46.321269,2026-01-01 09:14:46.321269,MCC_2928,False,2026-03-10 09:14:46.371378
TXN_000000071,CARD_00000394,CUST_000238,MERCH_000130,"Simpson, Vargas and Padilla",Utilities,104.46,USD,Purchase,Completed,2025-06-30,09:14:46.321269,2025-06-30 09:14:46.321269,MCC_1051,False,2026-03-10 09:14:46.371986
TXN_000000072,CARD_00000357,CUST_000215,MERCH_000060,"Lopez, Davis and Melton",Airlines,327.58,USD,Purchase,Completed,2025-06-08,09:14:46.321269,2025-06-08 09:14:46.321269,MCC_8234,False,2026-03-10 09:14:46.372563
TXN_000000073,CARD_00000254,CUST_000155,MERCH_000002,Decker PLC,Gym,32.53,USD,Purchase,Declined,2025-09-06,09:14:46.321269,2025-09-06 09:14:46.321269,MCC_6994,True,2026-03-10 09:14:46.373170
TXN_000000074,CARD_00000557,CUST_000334,MERCH_000031,"Jenkins, Garza and Shea",Utilities,70.25,USD,Transfer,Completed,2026-03-01,09:14:46.321269,2026-03-01 09:14:46.321269,MCC_4915,False,2026-03-10 09:14:46.373771
TXN_000000075,CARD_00000416,CUST_000252,MERCH_000149,"Sanders, Thomas and White",Automotive,185.55,USD,Withdrawal,Completed,2026-02-19,09:14:46.321269,2026-02-19 09:14:46.321269,MCC_8899,False,2026-03-10 09:14:46.374381
TXN_000000076,CARD_00000310,CUST_000188,MERCH_000157,"Craig, Martinez and Ford",Restaurant,100.87,USD,Purchase,Completed,2026-02-16,09:14:46.321269,2026-02-16 09:14:46.321269,MCC_1746,True,2026-03-10 09:14:46.374965
TXN_000000077,CARD_00000475,CUST_000288,MERCH_000169,"Friedman, Jefferson and Cruz",Gym,170.07,USD,Purchase,Completed,2025-04-10,09:14:46.321269,2025-04-10 09:14:46.321269,MCC_3315,False,2026-03-10 09:14:46.375567
TXN_000000078,CARD_00000681,CUST_000412,MERCH_000164,Klein Inc,Online Shopping,101.76,USD,Withdrawal,Completed,2025-12-20,09:14:46.321269,2025-12-20 09:14:46.321269,MCC_9887,False,2026-03-10 09:14:46.376149
TXN_000000079,CARD_00000252,CUST_000154,MERCH_000143,Jackson-Davis,Airlines,244.33,USD,Purchase,Completed,2025-05-12,09:14:46.321269,2025-05-12 09:14:46.321269,MCC_1149,False,2026-03-10 09:14:46.376732
TXN_000000080,CARD_00000757,CUST_000461,MERCH_000041,Golden Inc,Subscription,17.83,USD,Purchase,Pending,2025-07-10,09:14:46.321269,2025-07-10 09:14:46.321269,MCC_2168,False,2026-03-10 09:14:46.377338
TXN_000000081,CARD_00000237,CUST_000146,MERCH_000124,"Howard, Hunt and Oconnor",Healthcare,187.1,USD,Purchase,Completed,2025-12-25,09:14:46.321269,2025-12-25 09:14:46.321269,MCC_7154,False,2026-03-10 09:14:46.377922
TXN_000000082,CARD_00000644,CUST_000390,MERCH_000127,Foster LLC,Entertainment,111.07,USD,Purchase,Completed,2025-08-03,09:14:46.321269,2025-08-03 09:14:46.321269,MCC_4672,False,2026-03-10 09:14:46.378504
TXN_000000083,CARD_00000668,CUST_000405,MERCH_000162,Ramirez LLC,Online Shopping,182.71,USD,Purchase,Completed,2025-07-05,09:14:46.321269,2025-07-05 09:14:46.321269,MCC_2020,False,2026-03-10 09:14:46.379097
TXN_000000084,CARD_00000356,CUST_000214,MERCH_000040,Meyer-Carrillo,Subscription,27.94,USD,Purchase,Completed,2025-06-15,09:14:46.321269,2025-06-15 09:14:46.321269,MCC_5102,False,2026-03-10 09:14:46.379673
TXN_000000085,CARD_00000390,CUST_000235,MERCH_000158,Green-Dixon,Gas Station,47.97,USD,Purchase,Completed,2025-10-01,09:14:46.321269,2025-10-01 09:14:46.321269,MCC_3712,False,2026-03-10 09:14:46.380260
TXN_000000086,CARD_00000385,CUST_000233,MERCH_000122,Todd LLC,Restaurant,165.34,USD,Purchase,Completed,2026-01-04,09:14:46.321269,2026-01-04 09:14:46.321269,MCC_7406,False,2026-03-10 09:14:46.380840
TXN_000000087,CARD_00000679,CUST_000411,MERCH_000143,Jackson-Davis,Airlines,640.69,USD,Purchase,Completed,2026-01-11,09:14:46.321269,2026-01-11 09:14:46.321269,MCC_1149,False,2026-03-10 09:14:46.381442
TXN_000000088,CARD_00000764,CUST_000466,MERCH_000137,Wells and Sons,Entertainment,47.92,USD,Purchase,Completed,2026-03-02,09:14:46.321269,2026-03-02 09:14:46.321269,MCC_7171,False,2026-03-10 09:14:46.382010
TXN_000000089,CARD_00000200,CUST_000122,MERCH_000059,Martin PLC,Online Shopping,123.34,USD,Purchase,Completed,2026-01-31,09:14:46.321269,2026-01-31 09:14:46.321269,MCC_7208,False,2026-03-10 09:14:46.382576
TXN_000000090,CARD_00000160,CUST_000097,MERCH_000004,Ramsey-Robinson,Healthcare,43.43,USD,Withdrawal,Pending,2025-07-09,09:14:46.321269,2025-07-09 09:14:46.321269,MCC_6962,False,2026-03-10 09:14:46.383157
TXN_000000091,CARD_00000576,CUST_000346,MERCH_000093,Whitaker Group,Restaurant,30.07,USD,Purchase,Completed,2025-09-10,09:14:46.321269,2025-09-10 09:14:46.321269,MCC_9160,True,2026-03-10 09:14:46.383735
TXN_000000092,CARD_00000435,CUST_000264,MERCH_000181,Palmer PLC,Restaurant,54.81,USD,Purchase,Completed,2025-08-26,09:14:46.321269,2025-08-26 09:14:46.321269,MCC_7615,False,2026-03-10 09:14:46.384344
TXN_000000093,CARD_00000322,CUST_000196,MERCH_000160,Kim Inc,Pharmacy,62.74,USD,Purchase,Completed,2025-03-31,09:14:46.321269,2025-03-31 09:14:46.321269,MCC_1483,False,2026-03-10 09:14:46.384920
TXN_000000094,CARD_00000803,CUST_000490,MERCH_000076,Jennings-Lopez,Online Shopping,153.76,USD,Purchase,Completed,2026-01-20,09:14:46.321269,2026-01-20 09:14:46.321269,MCC_4863,False,2026-03-10 09:14:46.385540
TXN_000000095,CARD_00000354,CUST_000213,MERCH_000195,"Paul, Garrett and Harris",Restaurant,131.55,USD,Purchase,Declined,2025-09-07,09:14:46.321269,2025-09-07 09:14:46.321269,MCC_1858,False,2026-03-10 09:14:46.386113
TXN_000000096,CARD_00000475,CUST_000288,MERCH_000173,"Robertson, Sutton and Wright",Gas Station,70.12,USD,Purchase,Completed,2026-02-09,09:14:46.321269,2026-02-09 09:14:46.321269,MCC_6447,False,2026-03-10 09:14:46.386682
TXN_000000097,CARD_00000274,CUST_000168,MERCH_000126,"Gentry, Mcmahon and Bailey",Utilities,73.02,USD,Purchase,Completed,2025-12-21,09:14:46.321269,2025-12-21 09:14:46.321269,MCC_3003,True,2026-03-10 09:14:46.387269
TXN_000000098,CARD_00000433,CUST_000263,MERCH_000094,Castro Group,Hotel,167.95,USD,Purchase,Completed,2025-11-22,09:14:46.321269,2025-11-22 09:14:46.321269,MCC_6129,True,2026-03-10 09:14:46.387838
TXN_000000099,CARD_00000047,CUST_000028,MERCH_000076,Jennings-Lopez,Online Shopping,16.86,USD,Purchase,Completed,2026-03-01,09:14:46.321269,2026-03-01 09:14:46.321269,MCC_4863,False,2026-03-10 09:14:46.388403
TXN_000000100,CARD_00000069,CUST_000043,MERCH_000189,Miller-Davis,Gas Station,60.07,USD,Purchase,Declined,2025-11-12,09:14:46.321269,2025-11-12 09:14:46.321269,MCC_8702,True,2026-03-10 09:14:46.389009
TXN_000000101,CARD_00000107,CUST_000068,MERCH_000084,"Bartlett, Watson and Rowe",Automotive,134.55,USD,Purchase,Completed,2025-12-30,09:14:46.321269,2025-12-30 09:14:46.321269,MCC_9182,False,2026-03-10 09:14:46.389598
TXN_000000102,CARD_00000677,CUST_000410,MERCH_000018,Thompson-Gibson,Utilities,83.78,USD,Purchase,Completed,2025-05-25,09:14:46.321269,2025-05-25 09:14:46.321269,MCC_2845,True,2026-03-10 09:14:46.390176
TXN_000000103,CARD_00000462,CUST_000280,MERCH_000182,Johnson LLC,Online Shopping,35.11,USD,Purchase,Pending,2025-11-17,09:14:46.321269,2025-11-17 09:14:46.321269,MCC_7715,False,2026-03-10 09:14:46.390755
TXN_000000104,CARD_00000443,CUST_000269,MERCH_000035,"Cooper, Ross and Perkins",Entertainment,149.76,USD,Purchase,Pending,2025-09-25,09:14:46.321269,2025-09-25 09:14:46.321269,MCC_8655,False,2026-03-10 09:14:46.391367
TXN_000000105,CARD_00000533,CUST_000321,MERCH_000095,Burton Ltd,Hotel,370.05,USD,Purchase,Completed,2025-10-30,09:14:46.321269,2025-10-30 09:14:46.321269,MCC_7577,False,2026-03-10 09:14:46.391942
TXN_000000106,CARD_00000253,CUST_000155,MERCH_000057,"Walker, Kim and Jackson",Grocery,149.42,USD,Withdrawal,Pending,2026-03-03,09:14:46.321269,2026-03-03 09:14:46.321269,MCC_2759,False,2026-03-10 09:14:46.392522
TXN_000000107,CARD_00000778,CUST_000474,MERCH_000047,"Kirk, Mooney and Reynolds",Grocery,112.57,USD,Purchase,Declined,2026-01-17,09:14:46.321269,2026-01-17 09:14:46.321269,MCC_2523,False,2026-03-10 09:14:46.393098
TXN_000000108,CARD_00000728,CUST_000445,MERCH_000166,Smith Inc,Coffee Shop,108.09,USD,Purchase,Completed,2026-02-18,09:14:46.321269,2026-02-18 09:14:46.321269,MCC_9078,False,2026-03-10 09:14:46.393675
TXN_000000109,CARD_00000510,CUST_000308,MERCH_000147,Gibson LLC,Coffee Shop,25.91,USD,Purchase,Completed,2025-12-16,09:14:46.321269,2025-12-16 09:14:46.321269,MCC_8769,True,2026-03-10 09:14:46.394250
TXN_000000110,CARD_00000710,CUST_000433,MERCH_000200,"Ramos, Chase and Adams",Entertainment,165.22,USD,Purchase,Completed,2025-08-29,09:14:46.321269,2025-08-29 09:14:46.321269,MCC_3452,False,2026-03-10 09:14:46.394834
TXN_000000111,CARD_00000456,CUST_000277,MERCH_000071,Allen Ltd,Gas Station,54.02,USD,Purchase,Completed,2025-06-23,09:14:46.321269,2025-06-23 09:14:46.321269,MCC_7621,False,2026-03-10 09:14:46.395414
TXN_000000112,CARD_00000001,CUST_000001,MERCH_000111,Scott-Montoya,Gym,195.05,USD,Purchase,Declined,2025-05-17,09:14:46.321269,2025-05-17 09:14:46.321269,MCC_1994,False,2026-03-10 09:14:46.396000
TXN_000000113,CARD_00000751,CUST_000458,MERCH_000181,Palmer PLC,Restaurant,180.51,USD,Transfer,Completed,2025-07-09,09:14:46.321269,2025-07-09 09:14:46.321269,MCC_7615,False,2026-03-10 09:14:46.396566
TXN_000000114,CARD_00000389,CUST_000235,MERCH_000016,"Haney, Clark and Wiggins",Restaurant,111.85,USD,Purchase,Completed,2025-08-25,09:14:46.321269,2025-08-25 09:14:46.321269,MCC_9703,False,2026-03-10 09:14:46.397178
